work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category
2024,Entry-level,Full-time,Machine Learning Engineer,170000,USD,170000,United States,In-person,United States,M,Machine Learning and AI
2023,Entry-level,Full-time,Data Analyst,60000,USD,60000,United States,In-person,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Scientist,245000,USD,245000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,244000,USD,244000,Canada,In-person,Canada,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,109000,USD,109000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,BI Analyst,112655,USD,112655,United States,Remote,United States,M,BI and Visualization
2023,Mid-level,Full-time,Machine Learning Engineer,100000,USD,100000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Scientist,180514,USD,180514,United Kingdom,Remote,United Kingdom,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,185000,USD,185000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,160000,USD,160000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,204500,USD,204500,United States,In-person,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Analyst,95000,USD,95000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,152375,USD,152375,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Machine Learning Engineer,151600,USD,151600,United States,In-person,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Data Analytics Manager,108750,USD,108750,United States,In-person,United States,M,Leadership and Management
2023,Senior,Full-time,Data Analyst,100000,USD,100000,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Applied Scientist,136000,USD,136000,United States,In-person,United States,L,Data Science and Research
2023,Senior,Full-time,Data Scientist,190000,USD,190000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Research Engineer,157250,USD,157250,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Analytics Engineer,101100,USD,101100,United States,Remote,United States,M,Leadership and Management
2023,Senior,Full-time,Data Engineer,130000,USD,130000,United States,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Data Scientist,104000,USD,104000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,126500,USD,126500,United States,In-person,United States,M,Data Analysis
2022,Entry-level,Full-time,Data Scientist,50000,USD,50000,United States,Hybrid,Germany,M,Data Science and Research
2024,Mid-level,Full-time,Data Specialist,59500,USD,59500,United States,Remote,United States,M,Data Management and Strategy
2023,Senior,Full-time,Data Analyst,169000,USD,169000,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Architect,200000,USD,200000,United States,In-person,United States,M,Data Architecture and Modeling
2024,Mid-level,Full-time,Data Scientist,100800,USD,100800,Canada,In-person,Canada,M,Data Science and Research
2022,Senior,Full-time,Cloud Database Engineer,160000,USD,160000,United States,Remote,United States,M,Cloud and Database
2023,Mid-level,Full-time,Data Scientist,135000,USD,135000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,127876,USD,127876,United States,Remote,United States,M,Data Analysis
2024,Mid-level,Full-time,Business Intelligence,100000,USD,100000,United States,In-person,United States,M,BI and Visualization
2023,Senior,Full-time,Data Modeler,90700,USD,90700,United States,In-person,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Data Scientist,150000,USD,150000,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,165000,USD,165000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,70000,USD,70000,United States,In-person,United States,M,Data Analysis
2022,Senior,Full-time,Data Science Lead,165000,USD,165000,United States,Hybrid,United States,S,Data Science and Research
2023,Senior,Full-time,Data Engineer,252000,USD,252000,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Scientist,155000,USD,155000,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Machine Learning Engineer,333500,USD,333500,United States,In-person,United States,M,Machine Learning and AI
2021,Entry-level,Full-time,Data Analyst,90000,USD,90000,United States,Remote,United States,S,Data Analysis
2023,Senior,Full-time,Data Scientist,191765,USD,191765,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,193800,USD,193800,United States,In-person,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Analytics Engineer,148000,USD,148000,United States,Remote,United States,M,Leadership and Management
2024,Mid-level,Full-time,Research Scientist,69800,USD,69800,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,173400,USD,173400,United States,In-person,United States,M,Machine Learning and AI
2024,Entry-level,Full-time,Business Intelligence Analyst,120200,USD,120200,United States,In-person,United States,M,BI and Visualization
2023,Senior,Full-time,Data Scientist,70000,USD,70000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,95000,USD,95000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,204000,USD,204000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Scientist,226600,USD,226600,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Scientist,130000,USD,130000,United States,In-person,United States,M,Data Science and Research
2022,Entry-level,Full-time,Data Manager,45600,USD,45600,United States,Remote,United States,M,Leadership and Management
2023,Senior,Full-time,Data Scientist,175000,USD,175000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,125000,USD,125000,United States,In-person,United States,M,Data Analysis
2023,Mid-level,Full-time,Business Intelligence Engineer,65800,USD,65800,United States,In-person,United States,L,BI and Visualization
2023,Senior,Full-time,Data Scientist,138900,USD,138900,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,130000,USD,130000,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Machine Learning Engineer,166700,USD,166700,United States,Remote,United States,M,Machine Learning and AI
2022,Senior,Full-time,Data Analyst,113000,USD,113000,United States,Remote,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Analyst,83000,USD,83000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,120500,USD,120500,United States,Remote,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Science,150000,USD,150000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,150000,USD,150000,United States,Remote,United States,M,Data Science and Research
2024,Entry-level,Full-time,Data Operations Associate,72000,USD,72000,United States,In-person,United States,M,Data Quality and Operations
2023,Mid-level,Full-time,Data Engineer,205600,USD,205600,United States,In-person,United States,L,Data Engineering
2023,Senior,Full-time,Data Scientist,234000,USD,234000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,186000,USD,186000,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Scientist,224000,USD,224000,Canada,In-person,Canada,M,Data Science and Research
2020,Mid-level,Full-time,Data Engineer,88000,GBP,112872,United Kingdom,Hybrid,United Kingdom,L,Data Engineering
2023,Senior,Full-time,Research Scientist,105200,USD,105200,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Research Scientist,146300,USD,146300,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,155000,USD,155000,Canada,In-person,Canada,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,170000,USD,170000,United States,Remote,United States,M,Data Science and Research
2022,Senior,Full-time,Data Analyst,164000,USD,164000,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,BI Developer,60000,GBP,75000,United Kingdom,In-person,United Kingdom,M,BI and Visualization
2022,Senior,Full-time,BI Developer,130000,USD,130000,United States,Remote,United States,L,BI and Visualization
2023,Senior,Full-time,Machine Learning Engineer,167000,USD,167000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Research Scientist,248100,USD,248100,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,AI Programmer,120000,USD,120000,Canada,Remote,France,M,Machine Learning and AI
2024,Mid-level,Full-time,Data Engineer,246000,USD,246000,United States,Remote,United States,M,Data Engineering
2023,Entry-level,Full-time,Data Scientist,85000,USD,85000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,155000,USD,155000,United States,Remote,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Scientist,60000,EUR,64781,France,Hybrid,France,M,Data Science and Research
2022,Entry-level,Full-time,Data Analytics Engineer,20000,USD,20000,Pakistan,In-person,Pakistan,M,Leadership and Management
2022,Senior,Full-time,Data Analyst,150000,USD,150000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Scientist,90700,USD,90700,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,150000,USD,150000,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Analyst,125600,USD,125600,United States,Remote,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Analyst,100000,USD,100000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,169000,USD,169000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,BI Developer,106500,USD,106500,United States,In-person,United States,M,BI and Visualization
2023,Senior,Full-time,Data Engineer,120000,USD,120000,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,Analytics Engineer,190000,USD,190000,Canada,Remote,Canada,M,Leadership and Management
2024,Senior,Full-time,Business Intelligence Engineer,108500,USD,108500,United States,Remote,United States,M,BI and Visualization
2024,Senior,Full-time,Research Scientist,179000,USD,179000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,254000,USD,254000,United States,In-person,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,Data Scientist,166000,USD,166000,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Machine Learning Engineer,105300,USD,105300,Canada,Remote,Canada,M,Machine Learning and AI
2023,Senior,Full-time,Data Engineer,75000,USD,75000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Integration Engineer,161000,USD,161000,United States,Remote,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Engineer,60000,GBP,73824,United Kingdom,In-person,United Kingdom,M,Data Engineering
2023,Entry-level,Full-time,Research Analyst,90000,USD,90000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,141000,USD,141000,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Scientist,245000,USD,245000,United States,In-person,United States,M,Data Science and Research
