job_title,company,job_location,job_level,job_type,job_skills
Software Engineer - Data Transmission,ByteDance,"San Jose, CA",Mid senior,Onsite,"Database design, Cloud solution development, Largescale and highconcurrency system design, Optimization studies, Golang, Python, C++, Code cleanliness, Refactoring skills, Unit testing, Databases, Relational databases, NoSQL databases, Analytical databases, Document databases, Vector databases, Data transmission products, Database data replication mechanisms, Database kernel, Database middleware, Database management platform, Data logging, Data analysis, Message queue, ETL, Data processing technologies, Bachelor's or Master's degree in computerrelated fields, 4+ years of experience in software development, Strong communication skills, Teamwork spirit, Problem analysis and problemsolving skills"
Sr Data Engineer,Talint,"Washington, DC",Mid senior,Onsite,"Data Science, Data Engineering, Systems Engineering, Python, R, JavaScript, REACT, AngularJS, Tableau, SQL, Spark, Hudi, EMR, Kubernetes, Oracle, MySQL, MariaDB, MongoDB, Elastic, ETL, API, Data Pipelines, Data Visualization, Data Analysis, Data Cleaning, Data Transformation, Data Modeling, Database Administration, Top Secret Clearance, FullScope Polygraph, FiveYear Contract, CDRLs, U.S. National Security"
Future Opportunity- Data Engineering Consultant,Avanade,"Stamford, CT",Associate,Onsite,"Python, Spark, TSQL, Microsoft Fabric/Synapse, Purview, Azure Databricks, PowerBI, Data warehouses, Storage, Collection, Aggregation models, Techniques, Technologies, Microsoft Analytics services, Data pipelines, Data streams, System integration, Entity extraction, Relationship extraction, Unstructured data, Database table indexing, Clustered column store tables, Data handling, Data understanding, Data analysis, Data interpretation, SQL technologies, Databricks, Azure Synapse, Data security, Data manipulation, Error identification, Data integrity, Modeling, Innovation, Human impact, Team building, Client engagement, Career growth, Hackathons, Innovation contests, Technical resources, Inclusion, Diversity, Culture, Learning, Pivoting, Empowerment, Boldness, Progress, Client satisfaction, Prioritization, Collaboration"
"Manager, Data Loss Prevention (DLP) Engineer (Symantec)",ClickJobs.io,"Harrisonburg, VA",Mid senior,Onsite,"Cybersecurity, Data Protection, DLP (Data Loss Prevention), SaaS (Software as a Service), IaaS (Infrastructure as a Service), Agile, Cloud Computing, Virtualization, Networking, Troubleshooting, JIRA, AWS (Amazon Web Services), Cyber Security Certifications, Cloud Certifications, HTML, CSS, JavaScript, Technical Writing, Problem Analysis, Architecture, Crossfunctional Teamwork, Communication, Leadership Influence, Project Management, Technical Requirements, Design, Testing, Deployment, Delivery"
Customer Service Representative/Data Analyst/Data Entry Clerk,Carrollbalistreri,"Kitchener, Ontario, Canada",Mid senior,Onsite,"Data analysis, SQL, R, Python, Statistical modeling, Hypothesis testing, Data management, ETL, Data visualization, Collaborative, Communication, Tableau, Power BI, A/B testing, Team environment, Presentation skills, Analytical, Critical thinking, Problem solving"
Lead Data Engineer,Jobs for Humanity,"Atlantic City, NJ",Mid senior,Onsite,"Agile, AWS, Big data, Cassandra, Cloud computing, Distributed data/computing tools, EMR, Google Cloud, Hadoop, Hive, Java, Kafka, MapReduce, Microsoft Azure, Mongo, MySQL, NoSQL, Open Source RDBMS, Python, Redshift, Scala, Snowflake, Spark, SQL, UNIX/Linux, Unit testing"
Data Analyst III with Security Clearance,ClearanceJobs,"Chantilly, VA",Mid senior,Onsite,"MidLevel Cyber Data Analyst, Data analysis, Data mining, Python, R, TCP/IP networking, Cyber Security, Technical writing, Presentation skills, Problemsolving, Communication skills, STEM degree, Bachelor's degree, Master's degree, PhD, Experience with scripting languages, Experience with shell scripting languages, Experience with databases"
Data Analyst Part Time,Voxmediallc,"Greater Sudbury, Ontario, Canada",Mid senior,Onsite,"Data Analysis, Statistical Analysis, Data Visualization, Business Intelligence, Data Mining, Data Integration, Machine Learning, Data Warehousing, Database Management, Data Modeling, SQL, R, Python, Tableau, Power BI, A/B Testing, Hypothesis Testing, Natural Language Processing, Cloud Computing, Big Data"
Data Policy Advisor,City of New York,"Manhattan, NY",Mid senior,Onsite,"Public Policy, Public Administration, Business, Social Work, Psychology, Sociology, Program Evaluation, Program Development, Interpersonal Communication, Written Communication, Data Visualization, Quantitative Skills, ProblemSolving, Large Datasets, Research Skills, Analytical Skills, Organizational Skills, ProblemSolving, Attention to Detail, Microsoft Project, Excel, Visio, PowerPoint, Microsoft Word, New York City Operational Agencies"
Business Data Analyst,OhioHealth,"Columbus, OH",Mid senior,Onsite,"Business Analyst, Data Analyst, Intermediate to Advanced MS Excel, SQL, Data modeling, Data mapping, Data cleansing, Data quality, Data vault, Dimensional modeling, Clarity and Caboodle certification, IT Intake process, Requirements gathering, Estimation, Project Planning, Delivery, Report and Analytical Requirements Gathering, Planning, Organization, Time management, Analytical thinking, Conceptual thinking, Business Analyst Certification, Agile Certification, Informatica Tools, Python Programming, Healthcare industry experience, Claims, Clinical data, Nonclinical data, EDIHL7/FHIR, Service now workbench, Requirements Gathering, Business requirements, Functional requirements, Interviews, Workshops, Surveys, Site visits, Storyboards, Process Flow Design, Current processes, Inefficiencies, Gaps, Streamline business processes, Solution/Project Delivery, Delivery teams, Business case documentation, Scope documentation, Process flows, Test cases, Workshop Facilitation, Information policies, Data definitions, Data ownership, Data use, Data integrity"
Senior Project Manager - Data Center Construction,Path Construction,"Chicago, IL",Mid senior,Onsite,"Senior Project Manager, Project management, Data Center construction, Cost control, Primavera, Microsoft Project, Engineering, Construction, Architecture, Bachelor's degree, Estimating, Microsoft Office, Communication skills, Attention to detail, Safety controls, Quality control"
Finance Data Reporting Developer Sr.,Huntington National Bank,"Cleveland, OH",Mid senior,Onsite,"Data Analysis, Data Gathering, Data Modeling, Data Interpretation, Business Intelligence (BI) Tools, Data Presentation, Data Management, Reporting, OFSAA, AXIOM, Database Analytic Tools, FRY9C, FFIEC 031, FR 2052a, FR 2028D, FRY14, Excel, Database Querying, SOX Compliance, Record to Report (R2R) Cycle, Management Reporting Cycle"
BI Developer/Data Warehouse,Adame Services LLC,"Fairfield, NJ",Mid senior,Onsite,"Data Warehouse Design, ETL Development, Logical and Physical Data Modeling, Data Mapping, Metadata Definitions, Report Development, Cloudbased Data Warehouses, Data Visualization, Report Development, ERP Functional Experience, Finance and Sales Modules, Business Intelligence, Predictive Analytics, DevOps Tool Chains, Agile Methodologies, Business and Functional Requirements, Data Requests, Dashboards, User Experience Design, Communication Skills, Customer Service Orientation, Collaboration Skills, MS in Computer Science, Microsoft PowerBI, SQL Server, Azure Data Factory, Oracle EBS, Oracle Accelerator, Oracle Database, Oracle BI, SAP, SAP HANA, SAP BW, Tableau, Financial and Accounting Concepts, Sales Reporting, Planning, Project Management Skills, BI and Data Warehousing Certifications"
Data Governance Lead (1021872),The Judge Group,"Princeton, NJ",Mid senior,Onsite,"Data Governance, MDM, Data Analytics, Data Governance Frameworks, Data Management Tools (Alation Colibra Informatica), Leadership, Communication, Data Trends, Data Best Practices, Bachelor's Degree (Economics Computer Science Information Systems Information Processing Engineering)"
Senior Data Analyst,iLending,"Englewood, CO",Mid senior,Onsite,"Data Analysis, Data Visualization, Trend Analysis, Anomalies Detection, Reporting, Dashboard Development, KPI Standardization, Data Integration, IT Collaboration, Sales Data Analysis, Tableau, Excel, SQL, Advanced SQL, JSON, Azure Logic Apps, DataDriven Decision Making, Predictive Modeling, Python, R, KNIME, SelfService Data Analytics, Consumer Lending Experience, Phone Systems, Dialers, Tableau Server Administration, Communication Skills, Analytical Skills, ProblemSolving Skills, Presentation Skills, Accuracy, Attention to Detail, Independent ProblemSolving, CustomerOriented Attitude, Commitment to Core Values, Bachelor's Degree"
Senior Data Engineer #: 24-00133,"TalentBurst, an Inc 5000 company","Quincy, MA",Mid senior,Onsite,"Snowflake, Informatica, Data Warehousing, Data Curation, Data Transformation, Data Structures, Metadata, Dependency Management, Workload Management, Data Quality, Data Protection, Data Availability, Business Intelligence, ELT/ETL Tools, Batch and Stream Data, SQL, Massively Parallel Processing, Analytical Datastores, PL/SQL, Oracle Database Tuning, SQL Tuning, Informatica Server Administration, Bachelor's Degree in Computer Science, Engineering, Management Information Systems, IT"
Medical Technologist/ MLT - Full Time *Sign On*,Mercy,"Springfield, MO",Mid senior,Onsite,"Medical Laboratory Technician, Medical Technologist, MLT ASCP certification, MT or MLS (ASCP) certification, Associate's degree, Bachelor's degree, Clinical experience, Laboratory techniques, Data analysis, Interpretation of results, Patient diagnosis, Compassionate care, Professionalism, Positive outlook, Advocacy, Collaboration, Safetysensitive position"
Lead Data Engineer,Jobs for Humanity,"Plano, TX",Mid senior,Onsite,"Java, Scala, Python, Open Source RDBMS, NoSQL databases, Cloud based data warehousing services, Redshift, Snowflake, Agile engineering practices, MapReduce, Hadoop, Hive, EMR, Kafka, Spark, Gurobi, MySQL, Mongo, Cassandra, UNIX/Linux"
Machine Learning Data Scientist - Python | AI | NLP - Top Sec... with Security Clearance,ClearanceJobs,"Arlington, VA",Mid senior,Onsite,"Data analytics, Robotics, AI, Cognitive technologies, Analytical capabilities, Statistical programming, Data visualization, Machine learning, SQL, NoSQL, Data extraction, Transformation, Loading, Natural language processing, Optimization, Simulation, Strategic communication, Microsoft Azure, Agile project management, Cloud computing, Storytelling"
"Senior Data Analyst (Flights team, Bangkok-based, Relocation provided)",Agoda,"Sydney, New South Wales, Australia",Mid senior,Onsite,"Analytics, Data science, Insights, Strategy, BI, SQL, Tableau, Data visualization, Data analysis, Excel, Python, R, Business degree, Statistical modelling, Machine learning, Stakeholder management, A/B testing, Data driven, Ambiguity tolerance, Multitasking, Resource coordination, Communication, Programming, Prototyping"
Data Governance Analyst,DWS Group,"Jacksonville, FL",Mid senior,Onsite,"Data Governance, Data Management, Data Quality, Data Accuracy, Data Consistency, Data Governance Tools, Data Governance Technologies, Data Governance Policies, Data Governance Processes, Data Management Policies, Data Management Processes, Data Strategy, Risk Reduction, Regulatory Compliance, Data Sharing, Data Access, Data Retention, Data Disposal, Financial Services, Data Governance Concepts, Data Governance Principles, Data Governance Best Practices, DCAM, DAMA, CrossFunctional Collaboration, Enterprise Data Management, Database Design, Schema Design, Stakeholder Relationships, Communication, ProblemSolving, Creative Thinking, Structured Solutions, Salary, 401K Savings Plan, Paid Time Away, Bank Holidays, Health & Life Insurance, Mental Health Support, Parental Leave, Healthcare Plans, Travel Insurance, CSR Strategy, Climate Change, Social Justice, Hybrid Working Model, Remote Work, Flexible Work Arrangements, Diversity, Equity, Inclusion, Equal Opportunity Employer"
