Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Speed Drive (From Barbie The Album),Speed Drive (From Barbie The Album),Charli xcx,6/29/2023,USAT22306163,"2,943",25.7,"222,975,612","22,763","17,412,929",67.0,"22,571,591","343,660","163,194","71,994,032","770,931,522","13,940",,"20,572",821,12.0,"221,955",,"7,051,002","3,762",,,,0
Hips Don't Lie (feat. Wyclef Jean),Oral Fixation Vol. 2,Shakira,1/1/2005,USSM10600677,"2,257",30.1,"1,631,152,967","261,693","142,426,948",80.0,"1,663,636,127","9,345,192","2,393,712","306,451,930","2,939,466,349","1,850,350,995",261.0,"163,862",434,147.0,"3,150,258",84.0,"387,267,940","346,439",,"6,770,784",,0
Sleazy Flow (with Lil Baby) - Remix,Sleazy Flow (Remix),SleazyWorld Go,5/26/2022,USUG12202987,"4,129",20.9,"127,742,133","48,520","14,617,698",58.0,,,"17,628","4,707,388","45,573,722",,20.0,"49,234",133,,,18.0,"51,580,146","8,433",,"806,866",,1
Plain Jane,Plain Jane,A$AP Ferg,8/4/2017,USRC11701803,"2,752",26.8,"733,772,721","146,447","26,777,778",65.0,"251,008,598","3,281,866","1,638,742","86,025,556","707,393,379","4,519,334",104.0,362,28,13.0,"60,539",15.0,"98,462,005","71,224",,"7,570,376",,1
LDR,LDR,Shoti,8/27/2022,QZNWS2249445,"1,365",40.1,"37,027,643","5,646","1,050,088",57.0,"592,859,063","1,724,454","74,737","5,398,232","70,116,244","11,009,395",1.0,,,,,,,,,"44,360",,0
LA CANCIï¿½,OASIS,J Balvin,6/28/2019,USUM71911618,570,63.8,"1,706,325,903","149,957","78,600,154",79.0,"1,527,773,578","6,954,777","51,934","21,045,881","143,346,183","334,064,909",157.0,"19,418",24,118.0,"3,592,823",39.0,"150,953,996","62,582",,"3,149,000",,0
wiggy,wiggy,Young Miko,7/21/2023,QZXD92300012,"1,962",32.5,"135,841,710","22,636","7,652,807",61.0,"53,263,040","755,107","417,900","106,714,247","1,221,296,456","7,015,965",12.0,"10,927",690,7.0,"141,200",39.0,"868,108",732,,"404,918",,1
Someone To You,Someone to You,BANNERS,6/9/2017,USUM71705215,"3,312",23.9,"840,041,803","147,478","46,983,313",70.0,"219,305,472","2,631,856","479,639","177,285,316","1,133,729,550","38,730",69.0,"166,006",50,22.0,"154,103",16.0,"15,118,341","19,027",,"5,463,138",,0
Sal y Perrea,42,Sech,4/15/2021,QM9WM2100010,"2,952",25.6,"266,525,796","49,242","13,991,180",57.0,"195,376,978","1,221,210","1,345,600","137,030,763","1,268,200,579","8,141,977",37.0,"12,713",23,8.0,"36,046",17.0,"19,618,476","3,164",,"647,891",,0
SAD!,SAD!,XXXTENTACION,3/2/2018,USUG11800208,289,90.5,"2,218,531,106","263,801","60,437,070",75.0,"1,800,863,873","26,301,389","1,295,895","58,018,849","435,340,082","178,579,824",77.0,"21,340",107,45.0,"409,497",17.0,"187,658,592","508,457","79,154,715","3,798,652",,1
One Thing At A Time,One Thing At A Time (Sampler),Morgan Wallen,12/2/2022,USUG12209213,"2,057",31.8,"249,576,970","31,843","5,546,389",70.0,"39,198,931","239,096","9,602","2,953,745","37,058,831",,20.0,"101,754",46,3.0,"20,693",11.0,"59,261,739","12,242","2,193,718","410,037",,0
Dj Dayak Full Beat Lagu Malihi Janji,Dj Dayak Full Beat Lagu Malihi Janji,Jeremya Ginting,12/6/2022,SGB502295030,"2,095",31.5,"3,211,473",678,"245,209",,,,"2,851,400","64,372,906","1,451,994,379",,,,,,,,,,,,,0
Trampoline,Trampoline,SHAED,5/18/2018,QZ47A1800201,"3,615",22.6,"229,366,200","37,923","4,719,100",55.0,"96,307,326","1,364,046","598,075","72,671,267","815,192,203","6,201,413",47.0,"270,234",,13.0,"7,187",43.0,"241,661,372","124,369","16,351,257",,,0
Face Off,Face Off,Tech N9ne,10/7/2021,USZHR2100088,"2,347",29.5,"194,908,788","58,039","6,855,506",59.0,"140,886,656","3,277,009","1,004,500","614,002,238","5,338,367,302","277,022,606",4.0,"1,236",121,5.0,"10,634",2.0,"11,414,784","34,887","3,118,191","1,640,152",,1
By Your Side,By Your Side,Rod Wave,11/22/2021,USQX92105590,"2,303",29.8,"164,804,108","40,909","4,353,138",60.0,"111,437,165","932,922","24,901","7,795,076","50,358,850","212,457,530",20.0,"27,123",168,5.0,"26,308",3.0,"25,392,031","22,335","25,401,080","569,269",,1
Bado Badi,Bado Badi,Chahat Fateh Ali Khan,4/23/2024,GX5PW2400002,"2,708",27.0,"901,007",18,713,,"31,008,582","437,421",,,,,,5,,,,,,,,,,0
Maybe Youï¿½ï¿½ï¿½re The P,Maybe Youï¿½ï¿½ï¿½re The P,Ava Max,4/28/2022,USAT22203651,"3,761",22.1,"181,659,395","24,137","10,925,511",62.0,"50,640,948","470,130","7,766","5,336,041","87,012,707","2,764,048,939",53.0,"186,049",732,29.0,"602,060",12.0,"3,213,326","1,247",,"1,366,573",,0
Hide Away,Hide Away,Daya,4/22/2015,QM4ZV1500057,"4,327",20.2,"493,444,344","48,491","27,331,765",76.0,"110,108,631","979,538","669,052","189,101,077","1,951,015,670","11,818,751",63.0,"8,576",162,3.0,"120,251",11.0,"315,421,399","132,842","2,353,027","4,367,770",,0
Taaron Ke Shehar,Taaron Ke Shehar,Neha Kakkar,9/20/2020,INS182006274,"3,686",22.3,"95,962,246","7,017","3,232,549",58.0,"663,681,127","5,839,475",,,,"231,939,795",2.0,25,,,,5.0,,,,"198,978",,0
"High Rated Gabru (From ""High Rated Gabru"")",High Rated Gabru,Guru Randhawa,7/4/2017,INS181701138,"1,981",32.4,"37,248,788","8,023","1,580,067",50.0,"1,900,711,176","10,412,989",,,,"170,150,228",14.0,54,,,,2.0,,,,"276,435",,0
BRODYAGA FUNK,BRODYAGA FUNK - EP,Eternxlkz,11/17/2023,QMFMF2345384,"2,183",30.7,"73,316,998","6,863","23,952,817",75.0,"48,425,342","581,515","300,700","53,837,087","695,420,301",,2.0,,,,,,,,,"698,469",,1
Bellaquita,Bellaquita,Dalex,9/6/2019,QM9WM1900144,"3,396",23.5,"207,093,355","33,813","5,671,029",55.0,"683,691,095","3,379,761","333,046","52,979,754","534,205,330","5,645,399",17.0,"2,393",12,2.0,"2,945",6.0,"15,446,689","6,361",,"361,062",,1
Mwaki,SURRENDER,Zerb,9/27/2023,NLRD52339318,383,77.9,"121,234,000","36,468","76,765,385",42.0,"78,160,610","806,269","118,600","20,204,903","395,342,206","303,381,336",48.0,"90,542",163,51.0,"19,833,933",34.0,"1,553,861",760,"1,832,441","4,890,793",,0
House Of Lies,House Of Lies,Ikka,5/24/2024,INS182401441,"4,013",21.3,"5,200,791",137,"2,965,343",42.0,"10,354,894","189,908",,,,"19,904,542",9.0,9,,,,6.0,,,,"3,744",,0
Amor Prohibido - Remasterizado 2024/30th Anniversary,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,USUM72402905,369,79.9,"302,177,116",34,"224,573",,,,,,,,6.0,,,1.0,239,15.0,"92,486,209","42,531",,,,0
One in a Million,One in a Million,Bebe Rexha,8/4/2023,USWB12303800,"3,734",22.2,"109,868,838","17,147","65,679,098",70.0,"6,256,696","55,646","2,428","385,969","7,034,216",,48.0,"52,099",5,42.0,"866,250",36.0,"3,490,056",227,,"408,957",,0
My House,My House,Flo Rida,3/17/2015,USAT21500384,"4,205",20.6,"1,069,960,318","164,242","38,327,757",71.0,"475,719,992","3,512,318","834,432","157,571,123","1,824,623,443","207,197,068",81.0,"45,968",405,17.0,"16,555",13.0,,,,,,0
SOS (feat. Aloe Blacc),SOS (feat. Aloe Blacc),Avicii,4/10/2019,SE5R71900201,"3,839",21.8,"763,658,190","99,429","20,117,915",66.0,"155,980,021","1,735,488","179,239","19,576,729","258,338,520","327,849,531",143.0,"88,421",187,163.0,"847,295",28.0,"37,623,487","14,921",,"4,054,017",,0
'Till I Collapse,The Eminem Show,Eminem,5/26/2002,USIR10211066,"2,651",27.4,"1,958,809,069","282,888","74,055,843",79.0,"1,463,549,979","10,918,289","41,045","6,151,095","54,356,279","324,314,535",83.0,"1,714",25,37.0,"924,049",29.0,"618,998,662","1,209,416",,"4,812,702",,1
From The Start,Bewitched,Laufey,9/8/2023,QMDA62312093,"4,371",20.1,"367,151,355","16,239","5,016,080",82.0,,,,,,,,,,,,,,,,,,0
Alcohol-Free,Alcohol-Free,TWICE,6/9/2021,US5TA2100022,"3,634",22.5,"224,295,163","24,906","7,188,926",62.0,"398,036,555","5,248,109","154,492","122,614,400","811,061,720","162,479,822",25.0,"2,581",46,1.0,"32,602",25.0,"483,553","1,561",,"339,808",,0
Bubble Gum,How Sweet,NewJeans,5/24/2024,USA2P2414844,"1,101",45.6,"20,630,900","1,536","9,077,425",76.0,"14,185,984","119,016",,,,,21.0,3,5,2.0,"4,710",10.0,"48,314",41,"53,406","33,194",,0
Ley Seca,Ley Seca,Jhay Cortez,9/2/2021,USUM72113444,"2,462",28.7,"412,597,562","80,841","20,936,024",66.0,"209,120,821","1,034,481","54,784","15,795,689","201,664,757","101,896,667",76.0,"17,486",63,14.0,"26,817",41.0,"6,085,764","2,044",,"917,173",,0
Blood // Water,Blood / / Water,grandson,10/27/2017,TCADI1720999,"3,745",22.1,"658,966,178","132,079","18,302,636",68.0,"218,493,561","3,016,621","810,429","139,586,105","1,291,420,904","12,908,888",10.0,"2,220",7,19.0,"142,206",15.0,"37,447,857","81,404",,,,0
To the Bone,Flying Solo,Pamungkas,6/14/2019,FR2X41995983,"4,221",20.5,"442,614,126","39,861","12,416,351",72.0,"461,577,619","2,914,234","912,650","149,476,116","1,424,731,067","45,212,529",10.0,"3,292",,,,,,,,"403,782",,0
CYBERTRUCK,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364186,"3,540",22.9,"99,022,909","18,212","7,936,625",,"14,594,444","227,707",,,,,8.0,378,,,,4.0,"2,375,239",611,"1,196,116","240,886",,1
Jedag Jedug Capcut 2024,Jedag Jedug Capcut 2024,Afrian Af,1/5/2024,ATR981312465,142,127.4,,1,47,,,,"3,528,100","37,591,836","688,302,023",,,,,,,,,,,,,1
In My Head,In My Head,Juice WRLD,10/28/2022,USUG12207965,"4,194",20.6,"136,878,823","44,098","14,028,444",62.0,"46,128,261","705,084","21,940","2,045,576","17,208,694","7,484,886",10.0,817,1,2.0,"113,827",7.0,"6,354,076","3,193",,"164,132",,1
Bandit,Bandit - Single,Don Toliver,2/1/2024,USAT22400561,490,69.6,"152,597,421","19,834","64,067,368",12.0,"6,556,571","181,948",,"5,037,290","98,100,600","578,162,886",27.0,"40,104","1,312",17.0,"1,282,315",37.0,"2,807,438","1,824","5,005,977","397,211",,1
Te Felicito,"Unas Mï¿½ï¿½as y Otras Prestadas, Vo",Gerardo Coronel,11/11/2022,QZDQH2204268,"2,308",29.8,"136,999,598","2,515","1,614,193",57.0,"352,276,536","848,233",,,,"38,327,211",2.0,"4,630",,,,1.0,,,,"772,708",,0
Headshot (feat. Polo G & Fivio Foreign),Headshot,Lil Tjay,3/19/2021,USSM12101091,"3,502",23.0,"331,506,695","116,321","15,413,876",65.0,"22,151,531","381,423","24,736","13,454,627","89,324,319","3,032,466",38.0,"4,038",,7.0,"224,129",3.0,"9,501,580","5,239",,"363,790",,1
"yes, and?","yes, and?",Ariana Grande,1/12/2024,USUM72400048,199,107.5,"416,813,996","22,468","101,875,097",,"115,105,080","2,893,111","77,900","5,912,130","10,072,539","2,382,932,899",106.0,"79,382",114,87.0,"6,747,701",92.0,"3,441,709","3,255","1,419,525","1,028,262",,1
Diosa,Easy Money Baby,Myke Towers,1/24/2020,QM4TW2040256,"2,484",28.6,"465,811,322","70,596","17,915,387",66.0,"574,401,770","3,127,746","342,400","17,063,916","196,656,614","110,280,462",42.0,"20,012",40,13.0,"213,289",16.0,"18,906,788","9,281",,"789,689",,1
Fadeaway,Fadeaway,BCD Studio,6/11/2021,FRX202154470,"4,488",19.7,"3,711",6,17,,,,"3,700,000","51,488,829","1,319,467,906",,,,,,,,,,,,,0
counting stars (speed up) - Remix,counting stars (speed up) [Remix],Muppet DJ,1/18/2023,ARIXB2300676,"4,441",19.8,,67,"9,593",,"225,116,235","1,646,808",,,,"380,345",,8,,,,,,,,,,0
Black Beatles,SremmLife 2 (Deluxe),Rae Sremmurd,8/12/2016,USUM71603293,"1,164",44.0,"972,005,229","186,174","27,470,180",69.0,"1,178,473,071","9,750,786","80,426","32,338,631","184,153,973","189,211,405",160.0,"37,555",108,45.0,"153,694",47.0,"372,431,461","173,599",,"12,673,047",,1
