link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/patricia-smith-embezzlement-acura_us_5b9be152e4b03a1dcc7aeeb4,Patricia Smith Sentenced To 78 Months After Embezzling More Than $10 Million,MONEY,"Steven Balmer, in a report for Traveler's Insurance, explains, ""Employees may be motivated by events going on in their own",Alicia Ciccone,2012-06-21
https://www.huffingtonpost.com/entry/dustin-lance-black-surrogacy-response_us_5ac242b1e4b0f112dc9de8f9,Dustin Lance Black Has Great Reply After Being Told Two Men Shouldn't Raise Kids,QUEER VOICES,"The Oscar winner stayed calm, cool and collected.",Curtis M. Wong,2018-04-02
https://www.huffingtonpost.com/entry/noah-syndergaard-trump-hurricanes_us_59c0e998e4b087fdf507ba5c,Noah Syndergaard Just Sent A Trump-Bashing Tweet About Hurricanes,SPORTS,"""Stick to baseball,"" one commenter sniped.",Ron Dicker,2017-09-19
https://www.huffingtonpost.com/entry/cadbury-eggs-vs-peeps_us_5b9b89cae4b03a1dcc7870fa,Cadbury Eggs vs. Peeps: Which Is Better? (POLL),FOOD & DRINK,"This is not so much a question of which came first, but more so of which is better -- the chick(en) or the egg? We're not","Kitchen Daily, Kitchen Daily",2012-04-06
https://www.huffingtonpost.com/entry/floyd-mayweather-girlfriend-miss-shantel-jackson-video_us_5bb6a0fae4b097869fd2043e,Floyd Mayweather Jr.'s Girlfriend: Miss Shantel Jackson Wears Revealing Dress To Fight (VIDEO),SPORTS,"WATCH VIDEO ABOVE Of course, it is a previous flame of Floyd's that will have him back in the headlines in a few weeks. Mayweather",Chris Greenberg,2012-05-06
https://www.huffingtonpost.comhttp://www.fodors.com/news/holiday-foods-around-the-world-6267.html?ref=twt_fd_huffpo6267,Festive Foods: What The World Eats At The Holidays,TRAVEL,"Celebration is in the air around the world as the year comes to an end. And with every family gathering, religious ritual",,2012-12-18
https://www.huffingtonpost.com/entry/saudi-high-risk-bet-in-ye_b_5895984.html,Saudi Crapshoot in Yemen,WORLDPOST,"While all eyes are on Syria and Iraq, another intervention is taking place in Yemen. The coalition involved here is more of an understanding than a military pact, but it is proving to be just as effective.","David Hearst, ContributorEditor, Middle East Eye",2014-09-28
https://www.huffingtonpost.com/entry/say-yes-to-the-dress-watching-tv_us_5b9c0460e4b03a1dcc7bc9fb,'Say Yes To The Dress' Is Addictive Even Though I Am Already Married,STYLE & BEAUTY,"This summer, I have spent more hours than I care to count watching Say Yes to the Dress""  even though I am not getting married,and if I were, the likelihood of me spending several thousand dollars on a dress is pretty nil. So, I feel as if I am a surprising audience for this TV show that centers around extravagant wedding gowns.","Debbie Leon, Contributor
Debbie Leon lives and writes in New Jersey.",2012-07-23
https://www.huffingtonpost.com/entry/cheese-marry_us_5b9d96bee4b03a1dcc89d90d,"9 Cheeses We Would Happily Marry, If That Was Allowed",FOOD & DRINK,"In sickness, and in health, for the rest of our lives.",Carey Polis,2013-10-10
https://www.huffingtonpost.com/entry/paula-deen-weight-loss-family_us_5b9cbfd0e4b03a1dcc8177c1,Paula Deen: Weight Loss Was A Family Affair,WELLNESS,"Together, the four have lost 178 pounds total. Deen's husband, Michael Groover, is down 60 pounds, according to People, while",,2013-01-24
https://www.huffingtonpost.com/entry/pharmaceutical-companies-are-price-gouging-vaccines-for-refugees-aid-group_us_57a3950ee4b03ba68011b5a1,"Big Pharma Says It Offers Cheap Vaccines For Refugees, But It’s Not Completely True",IMPACT,Doctors Without Borders is petitioning Pfizer and GlaxoSmithKline to lower the prices on the shots.,Eleanor Goldberg,2016-08-05
https://www.huffingtonpost.com/entry/milk-in-my-sippy-cup-kid-rap_us_5b9bdee6e4b03a1dcc7add3c,'Milk In My Sippy Cup': Pint-Sized Kid Stars In Adorable Rap Video,PARENTING,"A little boy in a striped shirt, a blue hat, and loose-fitting pants potters around his yard, playing with a yellow ball",,2012-06-19
https://www.huffingtonpost.com/entry/darren-wilson-video-radio_n_6161930.html,Recordings Released From The Day Michael Brown Was Shot,BLACK VOICES,,Andrew Hart,2014-11-15
https://www.huffingtonpost.com/entry/brian-maixner-kansas-diner_n_6833460.html,"Customer Gives Mega Tip So Single Dad Can Get Dental Work, Reason To Smile",GOOD NEWS,,Kimberly Yam,2015-03-10
https://www.huffingtonpost.com/entry/david-clarke-facebook-taunts-trial_us_5a515d3be4b003133ec85026,Ex-Sheriff David Clarke Faces Trial Over Facebook Taunts Against Plane Passenger,POLITICS,"A federal judge said Clarke's posts were an issue of possible ""First Amendment retaliation.""",Mary Papenfuss,2018-01-07
https://www.huffingtonpost.com/entry/donald-trump-jeb-bush-2016_n_7775390.html,"New Poll Shows Donald Trump, Jeb Bush In Dead Heat",POLITICS,,,2015-07-11
https://www.huffingtonpost.com/entry/getting-the-bird-from-a-bird_b_6794938.html,Getting 'The Bird' From a Bird,ENTERTAINMENT,"Filming with animals can be a lot more complicated than filming with people and it takes a lot more preparation than one might think.  One wants it to go well, so one can never be prepared enough.","Joe Wallenstein, ContributorAuthor of ""Practical Moviemaking"" and,""Nothing Dies for Film.""...",2015-03-03
https://www.huffingtonpost.com/entry/bill-vet-bars-wellness-centers_us_5640fd44e4b0307f2cae7610,Bill Would Turn Veteran Bars Into Wellness Centers,POLITICS,"""When you look at some of the struggles our veterans are dealing with, the suicide rates, it just is common sense,"" says Rep. Glenn Thompson (R-Pa.).",Michael McAuliff,2015-11-10
https://www.huffingtonpost.com/entry/huffpost-rise-morning-newsbrief-june-9_us_575913a1e4b00f97fba74bfc,HuffPost Rise: What You Need To Know On June 9,POLITICS,"Welcome to the HuffPost Rise Morning Newsbrief, a short wrap-up of the news to help you start your day.",,2016-06-09
https://www.huffpost.com/entry/trump-legacy-impeachment-insurrection-lies-corruption_n_6001ff22c5b6efae62f88bd4,"Trump's Legacy: 2 Impeachments, An Insurrection, Countless Lies And Corruption",POLITICS,"Donald Trump called everything he did, from his election to his trade deals, ""historic."" But his last months in office finally make that claim correct.",S.V. Date,2021-01-17
https://www.huffingtonpost.com/entry/toys-r-us-jingle-minor-key_us_5aab60b0e4b0337adf82a87b,This Sad Version Of The Toys R Us Jingle Will Hit You Where It Hurts,BUSINESS,Sniff.,Ed Mazza,2018-03-16
https://www.huffingtonpost.com/entry/the-past-neat-or-on-the-r_b_6397172.html,"The Past, Neat or On The Rocks: Glenfiddich Recreates a Seminal Single Malt",TASTE,,"Tony Sachs, ContributorDrinker of Spirits, Listener of Music, Watcher of Baseball, Wr...",2014-12-30
https://www.huffingtonpost.com/entry/federal-requests-for-patient-info-raise-red-flags-in-states-that-allow-medical-pot-use_us_59b85c78e4b0edff97175dea,Federal Requests For Patient Info Raise Red Flags In States That Allow Medical Pot Use,POLITICS,"""With the anti-marijuana rhetoric coming from the Trump administration’s Department of Justice, you do have to wonder what the true motivation is here.”",Matt Ferner,2017-09-12
https://www.huffingtonpost.com/entry/prep-school-owen-labrie-prison_us_56edaac2e4b084c672207223,Prep School Sexual Assault Convict Owen Labrie Sent To Prison,CRIME,The case exposed a tradition of sexual abuse at the prestigious school.,,2016-03-19
https://www.huffingtonpost.com/entry/pakistan-peshawar-bombings-christians_us_57cacea5e4b0a22de0963177,"Bombs Kill At least 12, Wound Dozens At Pakistan Court",THE WORLDPOST,The attacks occurred hours after militants killed two people in a Christian neighborhood in the same region.,"Jibran Ahmad, Reuters",2016-09-03
https://www.huffingtonpost.com/entry/max-is-a-weeper-and-a-kee_b_7679676.html,'Max' Is a Weeper and a Keeper,ENTERTAINMENT,"""Max"" is a family film, and it is all about the dog. This movie follows in a long line of dog movies such as ""Lassie,"" ""A Dog of Flanders,"" ""Old Yeller,"" ""Rin Tin Tin"" and many, many more. When you place the camera squarely on a four footed hairy creature who barks then you know chances are good you have yourself a hit.","Jackie K. Cooper, ContributorFilm Critic",2015-06-27
https://www.huffingtonpost.com/entry/privacy_us_5b9df5c8e4b03a1dcc8f8eb2,Privacy,WELLNESS,"In a recent essay in a New York Times column titled -- ironically, to my ear --""Private Lives,"" a woman discussed her ""virginity","Lisa Gornick, Ph.D., Contributor
Clinical Psychologist and Author of Tinderbox",2014-04-05
https://www.huffingtonpost.com/entry/katie-holmes-divorce-suri_us_5b9c0c42e4b03a1dcc7bfe9b,Katie Holmes Divorce: Suri And Mom Fly Commercial (VIDEO),TRAVEL,"Much has been made of the dissolution of Katie Holmes and Tom Cruises' 5-year marriage, but very few pundits guessed it might",,2012-07-26
https://www.huffingtonpost.com/entry/alzheimers-disease_us_5b9c894ee4b03a1dcc7f8fc2,Dr. Pat Consults: Alzheimer's Disease Awareness Month,WELLNESS,"To help a patient talk to her sister about her health and risk of Alzheimer's, I've enlisted the advice of neurologist Joseph Safdieh.","Patricia Yarberry Allen, Contributor
Publisher, Women's Voices, Change.org",2012-11-21
https://www.huffingtonpost.com/entry/check-cashiers-paperless-future_us_5b9c314fe4b03a1dcc7cfb2c,"Check Cashiers, Banks Prepare for Paperless Future",MONEY,HuffPost Live will be taking a comprehensive look at the persistence of poverty in America Aug. 29 and Sept. 5 from 12-4,Catherine New,2012-08-29
https://www.huffingtonpost.com/entry/spider-man-pick-up-basketball_us_5bad27d4e4b04234e8575a78,Spider-Man Plays Pick-Up Basketball With Kids,COMEDY,"Once again, Professor Live decided that if Spider-Man played basketball with some city kids, it'd be a blast. Guess what",,2013-09-01
https://www.huffingtonpost.com/entry/saudi-arabia-black-panther-screening_us_5ad8e314e4b03c426dac7b99,Saudi Arabia's Public Cinema Ban Lifts With A Showing Of 'Black Panther',WORLD NEWS,The push for public theaters is part of Crown Prince Mohammed bin Salman's larger package of economic and social reforms.,Carol Kuruvilla,2018-04-19
https://www.huffingtonpost.com/entry/melanie-brown-scary-spice_us_5b9d32d9e4b03a1dcc856cdb,"Melanie Brown, AKA 'Scary Spice,' Teaches Us Some Valuable Fashion Lessons (PHOTOS)",STYLE & BEAUTY,"Want more? Be sure to check out HuffPost Style on Twitter, Facebook, Tumblr, Pinterest and Instagram at @HuffPostStyle. See",Michelle Persad,2013-05-29
https://www.huffingtonpost.com/entry/omarosa-says-leaving-white-house-like-leaving-plantation_us_5a9389a1e4b03b55731d86a7,Omarosa Manigault Newman Says She Was Shunned At 'Plantation' White House Because She Was Black,POLITICS,Now she's considering writing a tell-all book about it.,Mary Papenfuss,2018-02-26
https://www.huffingtonpost.com/entry/donald-trump-hotel-washington_us_5810ecdfe4b02b1d9e6441d4,"Donald Trump Campaigns In Crucial Battleground Of Washington, D.C.",POLITICS,"If you can call plugging his new hotel ""campaigning.""",Igor Bobic,2016-10-26
https://www.huffingtonpost.com/entry/mit-action-plan-global-warming_us_5627eb62e4b02f6a900f69dd,MIT Announces 'Action Plan' To Combat Global Warming,COLLEGE,BOSTON (AP) -- The Massachusetts Institute of Technology announced a five-year plan Wednesday to combat climate change but,"COLLIN BINKLEY, AP",2015-10-21
https://www.huffingtonpost.com/entry/james-corden-has-a-carpool-karaoke-level-strategy-for-trump-interview_us_58d3cd42e4b0b22b0d1a4f26,James Corden Knows How To Make Donald Trump Face His Own Words,ENTERTAINMENT,This is how everyone should interview the president.,Bill Bradley,2017-03-23
https://www.huffingtonpost.com/entry/congress-sends-trump-legislation-for-disaster-aid-and-debt-limit-increase_us_59b2addce4b0dfaafcf79700,Congress Sends Trump Legislation For Disaster Aid And Debt Limit Increase,POLITICS,Trump is expected to promptly sign the measure into law.,,2017-09-08
https://www.huffingtonpost.com/entry/ryan-murphy-pose-fx_us_5a441d68e4b025f99e198fcb,"Ryan Murphy's Inclusive, History-Making Series 'Pose' Hits FX Next Summer",QUEER VOICES,The '80s-themed musical boasts a record number of trans series regulars for a scripted show.,Curtis M. Wong,2017-12-27
https://www.huffingtonpost.com/entry/mike-huckabee-2016_us_560bf437e4b0768126fff8de,Mike Huckabee Suspends 2016 Presidential Campaign,POLITICS,He entered the race May 5.,"Nadya Agrawal, Guest Writer",2016-02-02
https://www.huffingtonpost.com/entry/plumen-002-cfl_us_5b9dc94be4b03a1dcc8cde35,PLUMEN 002 Is The CFL You'd Actually Want To Use (And Look At On A Daily Basis),HOME & LIVING,"If you like the energy-saving benefits of a CFL but kind of hate the light emitted from the bulbs, we present you with a",,2014-01-14
https://www.huffingtonpost.com/entry/extrovert-environmental-cues-children-introverts_us_5b9db09ee4b03a1dcc8b8860,Extroverted Children More Likely To Be Swayed By Environmental Cues: Study,WELLNESS,"""Insofar as extraverted children appear to be more at risk for influence by environmental cues, there are two different serving",,2013-12-03
https://www.huffingtonpost.com/entry/kanye-west-mothers-death_us_558cbd8be4b081449b4c91e5,Kanye West Still Blames Himself For His Mother's Death,ENTERTAINMENT,"Kanye West seems to have almost everything; family, fortune and success. But even the rapper has regrets, and believes",Stephanie Marcus,2015-06-26
https://www.huffingtonpost.com/entry/what-if-im-not-as-strong-_b_6944954.html,What If I'm Not as Strong as You Think I Am? A Headache Confession,HEALTHY LIVING,,"Stephanie Harper, ContributorWriter, Life Enthusiast, Easily Amused",2015-03-29
https://www.huffingtonpost.com/entry/huffpost-live-set-designers-roman-and-williams_us_5b9c229ae4b03a1dcc7c8b31,'HuffPost Live' Set Designers Roman And Williams Bring Style To The Huffington Post's New Streaming Video Network (PHOTOS),HOME & LIVING,"Created by design team Robin Standefer and Stephen Alesch of Roman and Williams, the HuffPost Live set resembles a traditional",Michelle Manetti,2012-08-13
https://www.huffingtonpost.com/entry/i-want-to-start-reading-b_us_5bb3fa65e4b066f8d252ada7,"I Want to Start Reading Batman Comic Books, Where Should I Start?",ENTERTAINMENT,"Next, read The Long Halloween, by Jeph Loeb and Tim Sale. It is my favorite Batman story, and it has earned classic status","Quora, Contributor
The best answer to any question",2012-07-22
